DateID;LabID;OthLabID;Problems;CRA;Error;DC13;Material;Species;SiteID;SiteName;SiteContext;SiteType;Country;Longitude;Latitude;LocQual;Source;Comments
2153;BM-1320;NA;NA;8539;64;NA;charcoal;NA;1057;Jericho;"level XI, lv; Trench MI";settlement;PS;35.4439;31.8711;A;"Benz 2014;Flohr et al. 2016";NA
2154;BM-1321;NA;NA;9226;76;NA;charcoal;NA;1057;Jericho;"level VIII A, xvib; Trench FI";settlement;PS;35.4439;31.8711;A;"Benz 2014; Sayej 2007";NA
2155;BM-1322;NA;NA;9376;85;NA;charcoal;NA;1057;Jericho;"level  IV A iiib; Trench FI";settlement;PS;35,4439;31.8711;A;"Benz 2014; Sayej 2007";NA
2156;BM-1323;NA;NA;9382;83;NA;charcoal;NA;1057;Jericho;"level VI A x-xi; Trench D I";settlement;PS;35,4439;31.8711;A;"Benz 2014; Sayej 2007";NA
2157;BM-1324;NA;NA;9427;83;NA;charcoal;NA;1057;Jericho;"level VI xxvii; Trench E";settlement;PS;35,4439;31.8711;A;"Benz 2014; Sayej 2007";NA
2158;BM-1326;NA;DateConflict;9225;217;NA;charcoal;NA;1057;Jericho;"level VIII A, xvib; Trench FI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Maher et al. 2011; Flohr et al. 2016";Problem: 9230 +- 220  in  Böhner and Schyle 2006
2159;BM-1327;NA;NA;9551;63;NA;charcoal;NA;1057;Jericho;"level IV A, iiib; Trench FI";settlement;PS;35.4439;31.8711;A;"Benz 2014;Sayej 2007";NA
2160;BM-1328;NA;NA;4570;50;NA;charcoal;NA;1057;Jericho;"Tomb A 94; charcoal";settlement;PS;35,4439;31.8711;A;Regev et al. 2012a;NA
2161;BM-1329;NA;NA;4500;60;NA;charcoal;NA;1057;Jericho;"Tomb A 94, EB IA (same as GL-24); charcoal";settlement;PS;35,4439;31.8711;A;Regev et al. 2012a;NA
2162;BM-1353;NA;NA;3890;50;NA;charcoal;NA;1067;Lemba Lakkous;Period 3;settlement;CY;32,39;34.81;B;Manning 2013;NA
2163;BM-1354;NA;NA;3970;45;NA;charcoal;NA;1067;Lemba Lakkous;Period 3;settlement;CY;32,39;34.81;B;Manning 2013;NA
2164;BM-1365;NA;NA;3938;54;NA;charcoal;NA;1068;Abu Salabikh;NA;settlement;IQ;45,083333;32.266667;A;Postgate 1977;NA
2165;BM-1365C;NA;NA;3826;47;NA;charcoal;NA;1068;Abu Salabikh;floor, room 39, Area E;settlement;IQ;45,083333;32.266667;A;Burleigh and Matthews 1982;NA
2166;BM-1365D;NA;NA;3916;50;NA;charcoal;NA;1068;Abu Salabikh;floor, room 39, Area E;settlement;IQ;45,083333;32.266667;A;Burleigh and Matthews 1982;NA
2167;BM-1366;NA;NA;3869;56;NA;charcoal;NA;1068;Abu Salabikh;NA;settlement;IQ;45,083333;32.266667;A;Postgate 1977;NA
2168;BM-1368;NA;NA;3030;50;NA;charcoal;NA;11992;Timna F2;NA;smelting site;IL;34,9489;29.7478;C;Ben-Yosef et al. 2010;NA
2169;BM-1390;NA;NA;4267;85;NA;charcoal;NA;1068;Abu Salabikh;NA;settlement;IQ;45,083333;32.266667;A;Burleigh and Matthews 1982;NA
2170;BM-140;NA;NA;5390;150;NA;plant remains/textile;NA;10938;Nahal Mishmar;cave 1, treasure;cave;IL;35,3643;31.3809;A;Gilead 1988;NA
2171;BM-1407;NA;NA;11086;90;NA;charcoal;NA;1057;Jericho;"Late Natufian;Level I, ii";settlement;PS;35.4439;31.8711;A;CalPal;NA
2172;BM-1423;NA;DateConflict;8676;72;NA;charcoal;NA;1060;Abu Hureyra;"Trench C; Trench C, level 73/130 and 73/131";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";Problem: or 8675 +- 70  in Moore et al. 2000
2173;BM-1424;NA;NA;8190;77;NA;charcoal;NA;1060;Abu Hureyra;"Late Aceramic Neolithic;Trench B, B/7; Trench B, Phase 7; Trench B, level 164";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";NA
2174;BM-1425;NA;DateConflict;8393;72;NA;charcoal;NA;1060;Abu Hureyra;"Trench C, = ca, Phase 8, Trench B; Trench C, level 73/62 and 73/31";settlement;SY;38.3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";Problem: or 8395 +- 70  in Moore et al. 2000
2175;BM-1434;NA;NA;7069;66;NA;charcoal;NA;1072;Tell es-Sawwan I;"level III; level III; level III";settlement;IQ;43,93;34.1167;A;"Burleigh et al. 1982; Bernbeck 1994; CalPal; Flohr et al. 2016";NA
2176;BM-1435;NA;NA;7015;66;NA;charcoal;NA;1072;Tell es-Sawwan I;"level II-III; level II-III; level II-III";settlement;IQ;43,93;34.1167;A;"Burleigh et al. 1982; Bernbeck 1994; CalPal; Flohr et al. 2016";NA
2177;BM-1436;NA;NA;7052;57;NA;charcoal;NA;1072;Tell es-Sawwan I;"level IIIA; level IIIA; level IIIA";settlement;IQ;43,93;34.1167;A;"Burleigh et al. 1982; Bernbeck 1994; CalPal; Flohr et al. 2016";NA
2178;BM-1437;NA;NA;7037;69;NA;charcoal;NA;1072;Tell es-Sawwan I;"level IIIA; level IIIA; level IIIA";settlement;IQ;43,93;34.1167;A;"Burleigh et al. 1982; Bernbeck 1994; CalPal; Flohr et al. 2016";NA
2179;BM-1438;NA;NA;6980;59;NA;charcoal;NA;1072;Tell es-Sawwan I;"level III; level III; level III";settlement;IQ;43,93;34.1167;A;"Burleigh et al. 1982; Bernbeck 1994; CalPal; Flohr et al. 2016";NA
2180;BM-1458;NA;NA;5570;55;NA;grain (charred);Cerealia;1073;Tell Madhhur;NA;settlement;IQ;44,95;34.2;B;"Burleigh et al. 1982; CalPal; Flohr et al. 2016";NA
2181;BM-1473;NA;NA;4765;55;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 1,2 (P2);settlement;CY;32.4;34.83;B;Manning 2013;NA
2182;BM-1474;NA;NA;4665;50;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 1,11 (P2);settlement;CY;32.4;34.83;B;Manning 2013;NA
2183;BM-1475;NA;NA;4815;60;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 1,13 (P2);settlement;CY;32.4;34.83;B;Manning 2013;NA
2184;BM-1476;NA;NA;4650;50;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 16 face (P2);settlement;CY;32,4;34.83;B;Manning 2013;NA
2185;BM-151;NA;NA;6880;150;NA;charcoal;NA;81;Can Hasan I;"2B; phase 2B, square R23b; layer 2B";settlement;TR;33,331;37.263;A;"Erdoğu 2003; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2186;BM-153;NA;NA;7190;150;NA;charcoal;NA;81;Can Hasan I;"layer 2B; phase 2B, square R23b; layer 2B";settlement;TR;33,331;37.263;A;"Erdoğu 2003; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2187;BM-1531;NA;NA;6930;60;NA;charcoal;NA;1077;Arpachiyah;"fin phase 2 et debut phase 3 de Hijara (= pre-TT_10 de Mallowan); fin phase 2 et debut phase 3 de Hijara (= pre-TT_10 de Mallowan); fin phase 2 et debut phase 3 de Hijara (= pre-TT_10 de Mallowan)";settlement;IQ;43,2033;36.3633;B;"Burleigh et al. 1982; Bernbeck 1994;CalPal; Flohr et al. 2016 Quaternary Science Reviews 136";NA
2188;BM-1539;NA;NA;4790;80;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 16,1 (P2);settlement;CY;32.4;34.83;B;Manning 2013;NA
2189;BM-1540;NA;NA;4740;50;NA;charcoal;NA;1074;Kissonerga Mylouthkia;pit 16,4 (P2);settlement;CY;32.4;34.83;B;Manning 2013;NA
2190;BM-1541;NA;NA;4000;45;NA;charcoal;NA;1067;Lemba Lakkous;Period 3;settlement;CY;32,39;34.81;B;Manning 2013;NA
2191;BM-1541A;NA;NA;4050;50;NA;charcoal;NA;1067;Lemba Lakkous;Period 3;settlement;CY;32,39;34.81;B;Manning 2013;NA
2192;BM-1542;NA;NA;4090;90;NA;charcoal;NA;1067;Lemba Lakkous;Period 3;settlement;CY;32,39;34.81;B;Manning 2013;NA
2193;BM-1543;NA;NA;5000;260;NA;charcoal;NA;1067;Lemba Lakkous;Period 1;settlement;CY;32,39;34.81;B;Manning 2013;NA
2194;BM-1598;NA;NA;2785;50;NA;charcoal;NA;11991;Timna Valley;Layer I;smelting site;IL;34,9889;29.7878;B;Ben-Yosef et al. 2010;NA
2195;BM-1639R;NA;NA;2780;100;NA;NA;NA;404;Kyrenia Wreck;NA;shipwreck;CY;33,3291;35.35;A;Bowman et al. 1990;NA
2196;BM-1655;NA;NA;7660;70;NA;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/6F";settlement;TR;33,328;37.264;A;Burleigh et al. 1982;NA
2197;BM-1655R;NA;NA;7980;120;-23;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/6F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2198;BM-1656;NA;NA;7770;100;NA;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/17F";settlement;TR;33,328;37.264;A;Burleigh et al. 1982;NA
2199;BM-1656R;NA;NA;8090;170;-23;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/17F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2200;BM-1657;NA;NA;7760;90;NA;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/28F3";settlement;TR;33,328;37.264;A;Burleigh et al. 1982;NA
2201;BM-1657R;NA;NA;8080;130;-25;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/28F3";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2202;BM-1658;NA;NA;7760;90;NA;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/29F";settlement;TR;33,328;37.264;A;Burleigh et al. 1982;NA
2203;BM-1658R;NA;NA;8060;130;-24;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/29F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2204;BM-1660R;NA;NA;8390;140;-23;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/63F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2205;BM-1662R;NA;NA;8460;110;-24;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/148F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2206;BM-1663;NA;NA;7940;190;NA;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/149F";settlement;TR;33,328;37.264;A;Burleigh et al. 1982;NA
2207;BM-1663R;NA;NA;8350;210;-23;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/156F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2208;BM-1664R;NA;NA;8470;140;-25;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/156F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2209;BM-1665R;NA;NA;8270;160;-24;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/158F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2210;BM-1666R;NA;NA;8460;150;-24;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/162F";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2211;BM-1667R;NA;NA;8480;110;-24;charcoal;NA;1082;Can Hasan III;"Aceramic; trench 49L/162F2";settlement;TR;33,328;37.264;A;"Ergin 1975; Thissen 2002; Clare and Weninger 2014; Brami and Zanotti 2015; CalPal; Reinbruger and Thissen 2016; Flohr et al. 2016; TAY Project";NA
2212;BM-171;NA;NA;5050;150;NA;charcoal;NA;15807;Tell-i-Nokodi;"Trench B, Level 4C); Level 4C; Trench B";settlement;IR;53,16;30.33;B;"Marshall 2012; CalPal; Flohr et al. 2016";NA
2213;BM-1718R;NA;NA;11140;140;NA;charcoal;NA;1060;Abu Hureyra;E447;settlement;SY;38,3933;35.8683;B;"Moore 2000; Benz 2014";NA
2214;BM-1719R;NA;NA;9100;100;-27;charcoal;NA;1060;Abu Hureyra;"#E254 197, Level 398, from floor surface, layer near the top of phase 3; Trench E, phase 3; Trench E, level 398 (Trench E level 254)";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";NA
2215;BM-1721R;NA;NA;8490;110;-26;charcoal;NA;1060;Abu Hureyra;"Level 129; Early Aceramic, Trench D&3; Trench D, phase 3; Trench D, level 129";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";NA
2216;BM-1722R;NA;NA;8640;100;-26;charcoal;NA;1060;Abu Hureyra;"Early aceramic;Level 205, trench B, B/4; Trench B, phase 4; Trench B, level 205";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";NA
2217;BM-1724R;NA;NA;8020;100;-27;charcoal;NA;1060;Abu Hureyra;"Late Aceramic Neolithic;Trench E/6, Level 199; Trench E, phase 6; Trench E, level 199";settlement;SY;38,3933;35.8683;B;"Burleigh et al. 1982; Moore 2000; Benz 2014; CalPal; Flohr et al. 2016";NA
2218;BM-1758R;NA;NA;3720;100;NA;charcoal;NA;2494;Tell Brak;clay oven, phase L;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2219;BM-1759R;NA;NA;3770;110;NA;charcoal;NA;2494;Tell Brak;clay oven, phase L;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2220;BM-1760R;NA;NA;4240;100;NA;charcoal;NA;2494;Tell Brak;burnt house room 43, level 6;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2221;BM-1761R;NA;NA;4210;120;NA;charcoal;NA;2494;Tell Brak;floor and pit associated with Ninevite 5 pottery;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2222;BM-1763R;NA;NA;3730;100;NA;grain (charred);NA;2494;Tell Brak;burnt house room 41, ER level 5;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2223;BM-1764R;NA;NA;3710;100;NA;grain (charred);NA;2494;Tell Brak;burnt house room 41, ER level 5;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2224;BM-1765R;NA;NA;3680;100;NA;grain (charred);NA;2494;Tell Brak;burnt house room 43, ER level 5;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2225;BM-1769R;NA;NA;8930;150;NA;charcoal;NA;1057;Jericho;"level XI, lvia; Trench MI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2226;BM-1770R;NA;NA;8910;120;NA;charcoal;NA;1057;Jericho;"level XI, lxa; Trench MI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2227;BM-1771R;NA;NA;8890;280;NA;charcoal;NA;1057;Jericho;"level XIII, lxxxa; Trench MI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2228;BM-1772R;NA;NA;9040;140;NA;charcoal;NA;1057;Jericho;"level XIII, xiv; Trench MI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2229;BM-1773R;NA;NA;8960;130;NA;charcoal;NA;1057;Jericho;"level XIV, lxxxvi; Trench MI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2230;BM-1774R;NA;NA;4600;110;NA;charcoal;NA;1057;Jericho;Tomb A94, cemetery;settlement;PS;35,4439;31.8711;A;Nigro et al. 2018;NA
2231;BM-1775R;NA;NA;4710;110;NA;charcoal;NA;1057;Jericho;Tomb A94, cemetery;settlement;PS;35,4439;31.8711;A;Nigro et al. 2018;NA
2232;BM-1778R;NA;NA;4300;120;NA;charcoal;NA;1057;Jericho;Stage XVI,phase lxii-lxiii Earthquake at the end of phase lxii;settlement;PS;35.4439;31.8711;A;Nigro et al. 2018;NA
2233;BM-1779R;NA;NA;4390;130;NA;charcoal;NA;1057;Jericho;Stage XVI,phase lxii-lxiii Earthquake at the end of phase lxii;settlement;PS;35.4439;31.8711;A;Nigro et al. 2018;NA
2234;BM-1780N;NA;NA;4320;50;NA;charcoal;NA;1057;Jericho;Stage XVII,phase lxviiia Burnt timbers in the eastern Room;settlement;PS;35.4439;31.8711;A;Nigro et al. 2018;NA
2235;BM-1782R;NA;NA;3780;110;NA;charcoal;NA;1057;Jericho;Stage XX, phase lxxxa Latest EB IVB occupation;settlement;PS;35.4439;31.8711;A;Nigro et al. 2018;NA
2236;BM-1784R;NA;NA;3840;110;NA;charcoal;NA;1057;Jericho;Stage XXI, phase lxviii-Stage XXII. phase lxixa End of EB IVB;settlement;PS;35.4439;31.8711;A;Nigro et al. 2018;NA
2237;BM-1787R;NA;NA;9510;140;NA;charcoal;NA;1057;Jericho;"level VIII A, xv; Trench FI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2238;BM-1789R;NA;NA;9420;120;NA;charcoal;NA;1057;Jericho;"level IX, xx-xxia; Trench FI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2239;BM-1791N;NA;NA;2360;50;NA;charcoal;NA;1057;Jericho;destruction layer;settlement;PS;35,4439;31.8711;A;Bowman et al. 1990;NA
2240;BM-1793R;NA;NA;8890;170;NA;charcoal;NA;1057;Jericho;"level XIV, xxxvii; Trench DI";settlement;PS;35.4439;31.8711;A;"Burleigh 1981 and 1983; Bowman et al. 1990; Flohr et al. 2016";NA
2241;BM-1823;NA;NA;5770;45;NA;charcoal;NA;1090;Abadah;level II-III;settlement;IQ;44,83;33.97;B;"CONTEXT; Burleigh et al. 1982";NA
2242;BM-1823R;NA;NA;5920;100;NA;charcoal;NA;1090;Abadah;"level II-III; level II-III";settlement;IQ;44,83;33.97;B;"Burleigh et al. 1982; Flohr et al. 2016";NA
2243;BM-1832R;NA;NA;5040;110;-25;charcoal;NA;1091;Kalavasos-Ayious;Sample 5 from NW area, Pit 2, 6,3;settlement;CY;33.3028;34.7505;B;"Manning 2013; CalPal";NA
2244;BM-1833R;NA;NA;5000;170;-26;charcoal;NA;1091;Kalavasos-Ayious;Sample 6 from C 11 C, 6,1;settlement;CY;33.3028;34.7505;B;"Manning 2013; CalPal";NA
2245;BM-1834R;NA;NA;5030;120;-25;charcoal;NA;1091;Kalavasos-Ayious;Sample 8 from NW area, Fl 17,4;settlement;CY;33.3028;34.7505;B;"Manning 2013; CalPal";NA
2246;BM-1835R;NA;NA;11020;130;NA;charcoal;NA;1092;Kalavasos Ayios Dhimitrios;NA;settlement;CY;33,3028;34.7505;A;Manning 2013;NA
2247;BM-1856R;NA;NA;2530;110;NA;charcoal;NA;303413;Nimrud;box, burnt palace;settlement;IQ;43,328889;36.098056;A;Bowman et al. 1990;NA
2248;BM-1907R;NA;NA;5290;100;NA;charcoal;NA;758;Ayios Epiktitos Vrysi;NA;settlement;CY;33,41;35.333;B;"Manning et al. 2010; Manning 2013; CalPal";NA
2249;BM-1908R;NA;NA;5360;110;NA;charcoal;NA;758;Ayios Epiktitos Vrysi;NA;settlement;CY;33,41;35.333;B;"Manning et al. 2010; Manning 2013; CalPal";NA
2250;BM-1970R;NA;NA;3820;100;NA;charcoal;NA;2494;Tell Brak;ash layer GLB, level 2a;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2251;BM-1971R;NA;NA;3860;100;NA;charcoal;NA;2494;Tell Brak;destruction level, CHE level 6, room 61;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2252;BM-1972R;NA;NA;3710;100;NA;grain (charred);NA;2494;Tell Brak;Room 61;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2253;BM-1973R;NA;NA;3870;100;NA;charcoal;NA;2494;Tell Brak;CH level 6, room 61;settlement;SY;41,0586;36.6676;A;Ambers  2001;NA
2254;BM-2029R;NA;NA;3540;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2255;BM-2030R;NA;NA;2930;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2256;BM-2032N;NA;NA;2925;45;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2257;BM-2033R;NA;NA;2430;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2258;BM-2034R;NA;NA;2640;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2259;BM-2035R;NA;NA;3230;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2260;BM-2036R;NA;NA;4440;160;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2261;BM-2037R;NA;NA;2940;250;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2262;BM-2038R;NA;NA;2620;110;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2263;BM-2039R;NA;NA;4400;130;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2264;BM-2040R;NA;NA;3370;120;NA;charcoal;NA;3010;Tell Nebi Mend;NA;settlement;SY;36,518333;34.5525;A;Bowman et al. 1990;NA
2265;BM-2109;NA;NA;3600;110;NA;charcoal;NA;303441;Tell Taya;Level III;settlement;IQ;42,493711;36.332594;A;Bowman et al. 1990;NA
2266;BM-2110;NA;NA;3870;110;NA;charcoal;NA;303441;Tell Taya;Level VI;settlement;IQ;42,493711;36.332594;A;Bowman et al. 1990;NA
2267;BM-2112;NA;NA;3870;110;NA;charcoal;NA;303441;Tell Taya;Level VIII;settlement;IQ;42,493711;36.332594;A;Bowman et al. 1990;NA
2268;BM-2113;NA;NA;3340;220;NA;charcoal;NA;303441;Tell Taya;Level VIII;settlement;IQ;42,493711;36.332594;A;Bowman et al. 1990;NA
2269;BM-2278R;NA;NA;4090;120;NA;charcoal;NA;1067;Lemba Lakkous;Period 2;settlement;CY;32,39;34.81;B;Manning 2013;NA
2270;BM-2279R;NA;NA;4180;130;NA;charcoal;NA;46;Kissonerga Mosphilia;Building 3, fill 52;settlement;CY;32,39;34.84;B;"CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7153";NA
2271;BM-2280R;NA;NA;5890;120;NA;charcoal;NA;1067;Lemba Lakkous;Period 1;settlement;CY;32,39;34.81;B;Bowman et al. 1990;NA
2272;BM-2293R;NA;NA;2610;140;NA;charcoal;NA;303425;Khirbet Khatuniyeh;destruction level;settlement;IQ;42,83333333;36.66666667;A;Bowman et al. 1990;NA
2273;BM-2294R;NA;NA;2390;120;NA;NA;NA;404;Kyrenia Wreck;NA;shipwreck;CY;33,3291;35.35;A;Bowman et al. 1990;NA
2274;BM-2298R;NA;NA;8430;100;NA;charcoal;NA;1132;Nahal Hemar;layer 3a;cave;IL;35,2939;31.1392;A;Flohr et al. 2016;NA
2275;BM-2300R;NA;NA;8830;110;NA;plant remains;NA;1132;Nahal Hemar;layer 3b;cave;IL;35,2939;31.1392;A;Flohr et al. 2016;NA
2276;BM-2328R;NA;NA;4010;130;NA;charcoal;NA;1068;Abu Salabikh;NA;settlement;IQ;45,083333;32.266667;A;Bowman et al. 1990;NA
2277;BM-2329;NA;NA;4090;60;NA;charcoal;NA;1068;Abu Salabikh;fire installation;settlement;IQ;45,083333;32.266667;A;Ambers et al. 1987;NA
2278;BM-2330;NA;NA;4210;70;NA;charcoal;NA;1068;Abu Salabikh;roof beam;settlement;IQ;45,083333;32.266667;A;Ambers et al. 1987;NA
2279;BM-2349;NA;NA;8190;60;-12,1;charcoal (short-lived);NA;1137;Dhuweila 1;"stage 1, phase 3; stage 1, phase 3. Underlying structure, overlying bedrock; Internal fire pit. From layer of grey ash";hunting camp;JO;37.25;32.03;B;"Bar-Yosef 1981; CalPal; Maher et al. 2011; Flohr et al. 2016";NA
2280;BM-2382;NA;NA;3220;50;NA;charcoal;NA;11742;Timna 2;Slag heap, layer II;smelting site;IL;34,9989;29.7978;C;Ben-Yosef et al. 2010;NA
2281;BM-2434;NA;NA;3040;40;NA;grain (charred);Triticum dicoccum;303440;Tell Irbid;floor, house;settlement;JO;35,85;32.55;A;Ambers et al. 1989;NA
2282;BM-251;NA;NA;9390;150;NA;charcoal;NA;1057;Jericho;"D II, VI via; (PP) D II VI, Via; level VI. via; Trench D II";settlement;PS;35.4439;31.8711;A;"Benz 2014; CalPal; Burleigh 1983; Sayej 2007; Maher et al. 2011 ; Flohr et al. 2016";NA
2283;BM-2511;NA;NA;3960;90;NA;humic acid;NA;2494;Tell Brak;destruction level;settlement;SY;41,0586;36.6676;A;Bowman and Ambers 1989;NA
2284;BM-252;NA;NA;9320;150;NA;charcoal;NA;1057;Jericho;"D I, VIIIA xvia; (PP) D I VIII A, xvia; level VIII A. xvia; Trench D I";settlement;PS;35.4439;31.8711;A;"Benz 2014; CalPal; Burleigh 1983; Sayej 2007; Maher et al. 2011 ; Flohr et al. 2016";NA
2285;BM-2526;NA;NA;4690;70;-20,4;wood;Pinus;46;Kissonerga Mosphilia;Building 206, fill 196;settlement;CY;32.39;34.84;B;Ambers et al. 1991;NA
2286;BM-2527;NA;NA;4130;50;-25,5;wood;Morus;46;Kissonerga Mosphilia;Building 493, fill 478;settlement;CY;32.39;34.84;B;"Ambers et al. 1991; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7150";NA
