SiteName	Country	Period	PhaseCode	LabCode	C14Age	C14SD	Material	MaterialSpecies	tpq	taq	Longitude	Latitude	bib	bib_url
Catignano	Italy	EN	n/a	LTL-072A	6351	50	wood charcoal	n/d	-5471	-5215	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Catignano	Italy	EN	Structure 503, Q: AC19, cut 3	LTL-073A	6288	45	wood charcoal	n/d	-5368	-5076	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Santa Anna d'Oria III	Italy	EN	Layer 2	LTL-1060a	6352	60	n/a	n/a	-5473	-5214	17.639	40.499	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Santa Anna d'Oria III	Italy	EN	Layer 3	LTL-1061	6600	60	n/a	n/a	-5635	-5416	17.639	40.499	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Santa Anna d'Oria III	Italy	EN	Layer 3	LTL-1062a	6442	50	n/a	n/a	-5480	-5313	17.639	40.499	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Sammardenchia	Italy	EN	Structure 321	LTL-1141A	5935	35	wood charcoal	n/d	-4929	-4717	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Pavia di Udine	Italy	EN	Feature 3	LTL-1143A	5863	55	wood charcoal	n/d	-4879	-4551	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 2	LTL-1144A	5761	65	plant seed	Cerealia sp.	-4780	-4454	13.293304	45.98662	Pessina et al. 2018	Pessina18
Cala Giovanna-Pianosa	Italy	EN	Combustion structure Q: O/P 20/21	LTL-1153A	6200	70	organic	n/d	-5315	-4954	10.0938	42.589643	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Catignano	Italy	MN	Structure 502, Q:U13, cut 3	LTL-1155A	5587	60	wood charcoal	n/d	-4543	-4337	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Colle Cera	Italy	EN	Structure 8A (negative feature reused as refuse pit)	LTL-1156A	6136	55	wood charcoal	n/d	-5217	-4906	13.987246	42.430353	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Colle Cera	Italy	EN	Structure 8B (negative feature of 3 x 2,50 and 180 cm deep)	LTL-1157A	6154	55	wood charcoal	n/d	-5291	-4943	13.987246	42.430353	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Catignano	Italy	EN	Structure 501, Q: AA/AB, base	LTL-1158A	6346	50	wood charcoal	n/d	-5471	-5214	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lama Balice	Italy	EN	Burial T1	LTL-1212a	6542	45	human bone	Homo sapiens	-5616	-5382	16.759	41.124	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Les Breguieres	France	EN	Burial 20	LTL-12315A	5864	45	human bone	Homo sapiens	-4842	-4606	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	Burial 28	LTL-12316A	5964	45	human bone	Homo sapiens	-4984	-4722	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	C2	LTL-12317A	5870	45	human bone	Homo sapiens	-4844	-4609	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Carpignano Salentino	Italy	MN	Isolated bone 15m from burial of Arnesano	LTL-126A	5660	60	human bone	Homo sapiens	-4672	-4357	18.341256	40.196751	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Masseria Pantano	Italy	EN	Ditch C, deposition of an infant	LTL-12711A	6656	45	human bone	Homo sapiens	-5643	-5482	15.565646	41.435773	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Ripoli	Italy	EN	Str. 104, US 56	LTL-12732A	6165	45	plant seed	Cerealia sp.	-5290	-4991	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 104, US 61	LTL-12733A	6204	45	plant seed	Cerealia sp.	-5303	-5015	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 104, US 58	LTL-12734A	6146	45	plant seed	Cerealia sp.	-5214	-4952	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 100, US 3	LTL-12735A	5448	45	plant seed	Cerealia sp.	-4440	-4080	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 201, US 4	LTL-12736A	5335	45	plant seed	Cerealia sp.	-4326	-4046	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 104, US 11	LTL-12737A	6166	45	plant seed	Cerealia sp.	-5291	-4991	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 104, US 42	LTL-12738A	6242	45	plant seed	Cerealia sp.	-5313	-5055	13.890995	42.827294	Pessina et al. 2016	Pessina16
Ripoli	Italy	EN	Str. 104, US 50	LTL-12739A	6189	45	plant seed	Cerealia sp.	-5296	-5004	13.890995	42.827294	Pessina et al. 2016	Pessina16
Portonovo Fosso Fontanaccia	Italy	EN	Oven 14	LTL-12777A	6555	45	plant seed	Hordeum vulgare	-5619	-5390	13.573426	43.563733	Terna et al. 2016	https://doi.org/10.1016/j.epsl.2016.05.003
Lugo di Romagna	Italy	EN	MacroA – Phase 1 “argine” settore I	LTL-13440A	6131	50	wood charcoal	n/d	-5215	-4935	11.901914	44.464184	Degasperi & Steffe 2019	Degasperi19
Lugo di Romagna	Italy	EN	US 1171 – Sect. V	LTL-13471A	6335	45	human bone	Homo sapiens	-5468	-5213	11.901914	44.464184	Degasperi & Steffe 2019	Degasperi19
Le Mose	Italy	LN	Burial 5	LTL-1348a	5552	32	human bone	Homo sapiens	-4449	-4344	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Le Mose	Italy	LN	Burial 12	LTL-1349a	5447	60	human bone	Homo sapiens	-4444	-4060	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Le Mose	Italy	LN	Burial 24	LTL-1351a	5766	50	human bone	Homo sapiens	-4724	-4461	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Le Mose	Italy	LN	Burial 28	LTL-1353a	5900	45	human bone	Homo sapiens	-4902	-4621	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Les Breguieres	France	EN	C8	LTL-13780A	6101	45	human bone	Homo sapiens	-5209	-4854	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	Burial 32	LTL-13784A	6151	45	human bone	Homo sapiens	-5216	-4953	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Abri Pendimoun	France	EN	US 47799-inf	LTL-13787A	6666	45	plant seed	Bryonia sp.	-5662	-5482	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 47799-sup	LTL-13788A	6547	45	plant seed	Bryonia sp.	-5617	-5385	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Balsignano	Italy	EN	Hut 3	LTL-138a	5923	110	animal bone	n/d	-5204	-4505	16.794123	41.066968	Muntoni et al. 2017	Muntoni17
Balsignano	Italy	EN	Hut 3	LTL-139a	6148	45	animal bone	n/d	-5215	-4952	16.794123	41.066968	Muntoni et al. 2017	Muntoni17
Staller Sattel	Italy	EM	STS 4A	LTL-14026A	7861	60	wood charcoal	n/d	-7035	-6575	12.198981	46.887282	Kompatscher et al. 2016	https://doi.org/10.1016/j.quaint.2015.12.090
Ex Palestra-GIL	Italy	EN	Pit test VII, burial	LTL-14038A	6066	45	human bone	Homo sapiens	-5206	-4837	15.540967	41.452628	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Balsignano	Italy	EN	Hut 2	LTL-140a	6523	45	animal bone	n/d	-5612	-5376	16.794123	41.066968	Muntoni et al. 2017	Muntoni17
Abri Pendimoun	France	EN	US 19000	LTL-14104A	6466	40	wood charcoal	Corylus avellana	-5481	-5329	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Pulo di Molfetta	Italy	EN	Phase II, US49	LTL-141a	6651	50	animal bone	Ovis/Capra	-5643	-5480	16.575815	41.194638	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Pulo di Molfetta	Italy	EN	Phase I, US10	LTL-142a	7134	60	animal bone	Ovis/Capra	-6210	-5846	16.575815	41.194638	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Torre di Brengola	Italy	MN	Burial 6	LTL-14541A	6230	50	human bone	Homo sapiens	-5311	-5045	16.733529	41.131265	Radina et al. 2020	Radina20
Serra Cicora	Italy	MN	T10 IN.A (SECT. VI) SC03	LTL-145a	5686	37	human bone	Homo sapiens	-4672	-4406	18.006	40.166	Quarta et al. 2005	https://doi.org/10.1017/S0033822200019706
Cala Giovanna-Pianosa	Italy	EN	Base of the deposit Q: M20	LTL-1468A	6222	60	wood charcoal	n/d	-5313	-5011	10.0938	42.589643	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Serra Cicora	Italy	MN	SC03 T11 (SECT. V)	LTL-147a	5575	55	human bone	Homo sapiens	-4536	-4336	18.006	40.166	Quarta et al. 2005	https://doi.org/10.1017/S0033822200019706
Les Breguieres	France	EN	C1	LTL-15033A	5966	45	wood charcoal	n/d	-4985	-4723	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Sammardenchia	Italy	EN	Pit 117	LTL-1504A	6110	65	wood charcoal	n/d	-5214	-4847	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 232, Q: H23, layer 3	LTL-1508A	5942	70	wood charcoal	n/d	-5006	-4617	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Ex Palestra-GIL	Italy	EN	Pit test VII, burial	LTL-15124A	6152	45	human bone	Homo sapiens	-5216	-4953	15.540967	41.452628	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Grotta delle Uccerie	Italy	EM	Layer 2	LTL-1514A	7998	80	wood charcoal	n/d	-7132	-6652	12.308996	37.949805	Lo Vetro & Martini 2016	https://doi.org/10.1016/j.quaint.2015.12.043
Le Mose	Italy	LN	Burial 01	LTL-1528a	5658	75	human bone	Homo sapiens	-4680	-4352	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Le Mose	Italy	LN	Burial 36	LTL-1530a	5419	55	human bone	Homo sapiens	-4357	-4056	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Le Mose	Italy	LN	Burial 37	LTL-1531a	5594	50	human bone	Homo sapiens	-4536	-4346	9.695142	45.053774	Facchinetti 2012	Facchinetti12
Abri de la Font-des-Pigeons	France	LM	Layer 18H	LTL-15416A	7369	55	wood charcoal	n/d	-6377	-6082	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 18G3	LTL-15419A	7382	50	plant seed	Cerealia sp.	-6382	-6086	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
San Nicolao di Pietra Colice	Italy	EN	UE15, pit hearth	LTL-15545A	6133	45	wood charcoal	Quercus sp.	-5211	-4948	9.5727	44.2557	Campana et al. 2019	Campana19
San Nicolao di Pietra Colice	Italy	MN	UE43, layer	LTL-15548A	5917	45	wood charcoal	Fagus sylvatica	-4932	-4695	9.5727	44.2557	Campana et al. 2019	Campana19
Torre di Brengola	Italy	MN	Burial 2	LTL-15552A	6541	50	human bone	Homo sapiens	-5617	-5380	16.733529	41.131265	Radina et al. 2020	Radina20
Torre di Brengola	Italy	MN	US 156 a'B3	LTL-15553A	5612	50	n/a	n/a	-4541	-4351	16.733529	41.131265	Radina et al. 2020	Radina20
Abri de la Font-des-Pigeons	France	EN	Layer 11	LTL-15780A	5988	45	wood charcoal	n/d	-4998	-4730	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	EN	Layer 11	LTL-15781A	5970	45	wood charcoal	n/d	-4986	-4725	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 18B	LTL-15782A	6539	45	wood charcoal	n/d	-5616	-5381	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	EN	Layer 15N	LTL-15783A	6207	45	wood charcoal	n/d	-5304	-5032	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	EN	Layer 16	LTL-15784A	5999	45	wood charcoal	n/d	-5006	-4732	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 18G3	LTL-15785A	6633	50	wood charcoal	n/d	-5629	-5480	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 18G3	LTL-15786A	7357	50	wood charcoal	n/d	-6373	-6077	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri Pendimoun	France	EN	US 28781-sup	LTL-15940A	6399	45	plant seed	Cerealia sp.	-5475	-5229	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	UE 28781-inf	LTL-15941A	6803	45	wood charcoal	Arbutus unedo	-5767	-5624	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	UE 29203	LTL-15942A	6745	45	wood charcoal	Maloideae sp.	-5726	-5566	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	Phase AC1, US347	LTL-15943A	6834	45	animal bone	Ovis aries	-5829	-5631	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	Phase AC1, US360	LTL-15944A	6864	45	animal bone	Ovis aries	-5877	-5657	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	n/a	LTL-15946A	6750	45	plant seed	Vitis vinifera ssp. Sylvestris	-5728	-5566	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	Phase AC2, US330 (anatomical connection)	LTL-15947A	6861	45	animal bone	Ovis aries	-5874	-5655	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Abri de la Font-des-Pigeons	France	EN	C17	LTL-15948A	6228	45	n/a	n/a	-5307	-5050	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 19B	LTL-15949A	7573	60	wood charcoal	n/d	-6570	-6251	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	LM	Layer 19B	LTL-15950A	6400	45	wood charcoal	n/d	-5475	-5230	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Abri de la Font-des-Pigeons	France	EN	Layer 17	LTL-15951A	6284	45	wood charcoal	n/d	-5366	-5074	5.1667	43.3834	Binder et al. 2017	https://doi.org/10.15184/aqy.2017.65
Santo Stefano di Ortucchio	Italy	EN	Cobble paved area (H20), US17, A	LTL-15952A	6809	45	plant seed	Cerealia sp.	-5775	-5626	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
Santo Stefano di Ortucchio	Italy	EN	Cobble paved area (H20), US17, B	LTL-15953A	6770	45	plant seed	Cerealia sp.	-5733	-5571	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
San Nicolao di Pietra Colice	Italy	LM	UE44, pit hearth	LTL-16521A	7926	45	wood charcoal	Juniperus sp.	-7036	-6653	9.5727	44.2557	Campana et al. 2019	Campana19
Le Secche	Italy	EN	n/a	LTL-16671A	6637	45	wood charcoal	Erica sp.	-5629	-5482	10.882	42.381891	Binder et al. 2017	10.4312/dp.44.4
Le Secche	Italy	EN	n/a	LTL-16672A	6769	45	wood charcoal	Erica sp.	-5733	-5571	10.882	42.381891	Binder et al. 2017	10.4312/dp.44.4
Le Secche	Italy	EN	n/a	LTL-16673A	6492	65	wood charcoal	Erica sp.	-5611	-5322	10.882	42.381891	Binder et al. 2017	10.4312/dp.44.4
Defensola	Italy	EN	Defensola C	LTL-1725a	6306	75	n/a	n/a	-5472	-5061	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
San Marco	Italy	EN	n/a	LTL-1727a	6277	45	n/a	n/a	-5359	-5071	15.6414	41.7118	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Cala Giovanna-Pianosa	Italy	EN	Large Combustion Structure, Q: M/N 22/23	LTL-1778A	5877	55	wood charcoal	n/d	-4899	-4556	10.0938	42.589643	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Les Breguieres	France	EN	Burial 8	LTL-18523A	5920	35	human bone	Homo sapiens	-4898	-4712	7.00635	43.59501	Rivollat et al. 2020	https://doi.org/10.1126/sciadv.aaz5344
Favella della Corte	Italy	EN	Pit E20, layer 3I	LTL-202A	6956	75	plant seed	Cerealia sp.	-5991	-5676	16.437459	39.684086	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Favella della Corte	Italy	EN	Pit E30, layer 4II	LTL-203A	6890	50	plant seed	Cerealia sp.	-5889	-5667	16.437459	39.684086	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Favella della Corte	Italy	EN	Pir Dy, layer 4II	LTL-204A	6793	40	animal bone	n/d	-5737	-5626	16.437459	39.684086	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Grotte del Kronio	Italy	EN	V (Layer 15-17)	LTL-211A	6991	60	wood charcoal	n/d	-5986	-5741	13.08	37.51	Becker 2018	Becker18
Serra Cicora	Italy	EN	Burial T7	LTL-221A	6785	40	human bone	Homo sapiens	-5732	-5626	18.006	40.166	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
via Andrea Costa	Italy	EN	n/a	LTL-2427a	6219	50	n/a	n/a	-5307	-5041	11.314323	44.494582	Facchinetti 2012	Facchinetti12
via Andrea Costa	Italy	EN	n/a	LTL-2428a	5953	50	n/a	n/a	-4983	-4716	11.314323	44.494582	Facchinetti 2012	Facchinetti12
Casalecchio di Reno	Italy	EN	n/a	LTL-2435a	6189	50	wood charcoal	n/d	-5299	-5000	11.269892	44.483315	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Casalecchio di Reno	Italy	EN	n/a	LTL-2436	6312	50	wood charcoal	n/d	-5469	-5083	11.269892	44.483315	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cantone di Magreta	Italy	MN	n/a	LTL-2437a	5756	50	wood charcoal	n/d	-4718	-4461	10.842	44.57	Facchinetti 2012	Facchinetti12
La Torreta/El Monastil	Italy	MN	n/a	LTL-2657a	6562	50	n/a	n/a	-5621	-5390	15.345189	41.828465	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
La Torreta/El Monastil	Italy	MN	n/a	LTL-2658a	6385	50	n/a	n/a	-5475	-5222	15.345189	41.828465	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
La Torreta/El Monastil	Italy	MN	n/a	LTL-2659a	6320	50	n/a	n/a	-5471	-5130	15.345189	41.828465	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Valle Guariglia	Italy	MN	II	LTL-2715a	5822	45	n/a	n/a	-4788	-4550	16.1593	41.8575	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Defensola	Italy	EN	Defensola C2	LTL-2716	6341	55	n/a	n/a	-5472	-5212	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Defensola	Italy	EN	Defensola A	LTL-2717a	6551	40	n/a	n/a	-5617	-5392	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Defensola	Italy	EN	Defensola A	LTL-2718a	6035	60	n/a	n/a	-5206	-4733	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Defensola	Italy	EN	Defensola A	LTL-2719a	5746	45	n/a	n/a	-4710	-4461	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Defensola	Italy	EN	Defensola A	LTL-2720a	6178	55	n/a	n/a	-5302	-4989	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Pulo di Molfetta	Italy	EN	US 60	LTL-2836a	5216	40	animal bone	n/d	-4226	-3955	16.575815	41.194638	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Casino San Matteo	Italy	EN	US 5	LTL-2961a	5728	45	n/a	n/a	-4691	-4456	15.16	41.809	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Casino San Matteo	Italy	EN	US 5	LTL-2962a	5618	45	n/a	n/a	-4539	-4356	15.16	41.809	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Catignano	Italy	EN	Structure 503, Q: AD16, cut 5	LTL-2981A	6151	60	wood charcoal	n/d	-5297	-4936	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Pulo di Molfetta	Italy	EN	Phase Isup, US46	LTL-3810a	6764	60	animal bone	Ovis/Capra	-5772	-5559	16.575815	41.194638	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Pavia di Udine	Italy	EN	Feature 17	LTL-4247A	6127	40	plant seed	Triticum dicoccum	-5209	-4951	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 22	LTL-4249A	6112	45	plant seed	Triticum dicoccum	-5210	-4907	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 5	LTL-4250A	6106	40	plant seed	Hordeum sp. or Triticum sp	-5209	-4907	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 3	LTL-4252A	5743	45	plant seed	Triticum timopheevi	-4706	-4461	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 15	LTL-4253A	6077	40	plant seed	Triticum dicoccum	-5206	-4845	13.293304	45.98662	Pessina et al. 2018	Pessina18
Pavia di Udine	Italy	EN	Feature 7	LTL-4254A	5560	45	plant seed	Hordeum sp.	-4493	-4336	13.293304	45.98662	Pessina et al. 2018	Pessina18
Defensola	Italy	EN	A, near vessel 284	LTL-437A	6334	50	wood charcoal	n/d	-5471	-5211	16.155946	41.897824	Becker 2018	Becker18
Defensola	Italy	EN	A, near vessel 2169	LTL-438A	6417	55	wood charcoal	n/d	-5479	-5229	16.155946	41.897824	Becker 2018	Becker18
Abri des Castelli	France	EN	Layer G	LTL-4435A	6325	55	wood charcoal	n/d	-5473	-5131	9.033342	42.255492	Mazet et al. 2016	Mazet16
Defensola	Italy	EN	Defensola A	LTL-4500a	6741	50	n/a	n/a	-5731	-5561	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Pulo di Molfetta	Italy	EN	Phase I, US10	LTL-4536a	6983	50	animal bone	Ovis/Capra	-5983	-5743	16.575815	41.194638	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Rivaltella Ca' Romensini	Italy	MN	US 4	LTL-4559A	5794	50	plant seed	Cerealia sp.	-4785	-4506	10.601711	44.648617	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Rivaltella Ca' Romensini	Italy	MN	US 3 T3	LTL-4560A	5853	50	plant seed	Cerealia sp.	-4839	-4553	10.601711	44.648617	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Vicofertile	Italy	MN	Burial 3	LTL-4569a	5357	50	human bone	Homo sapiens	-4331	-4051	10.325	44.775	Facchinetti 2012	Facchinetti12
Strada Guidorossi	Italy	MN	Burial 29	LTL-4570a	5488	45	human bone	Homo sapiens	-4446	-4250	10.29662	44.782895	Facchinetti 2012	Facchinetti12
Vicofertile	Italy	MN	Burial 4	LTL-4571a	5740	45	human bone	Homo sapiens	-4704	-4460	10.325	44.775	Facchinetti 2012	Facchinetti12
Ponte Ghiara	Italy	MN	n/a	LTL-4572a	5842	40	human bone	Homo sapiens	-4797	-4554	10.01781	44.841678	Facchinetti 2012	Facchinetti12
Strada Guidorossi	Italy	MN	Burial 28	LTL-4573a	5520	45	human bone	Homo sapiens	-4452	-4262	10.29662	44.782895	Facchinetti 2012	Facchinetti12
San Nicolao di Pietra Colice	Italy	LN	Area combustione	LTL-4576A	5379	45	wood charcoal	Fagus sylvatica	-4337	-4054	9.5727	44.2557	Campana et al. 2019	Campana19
Defensola	Italy	EN	Defensola A	LTL-4577a	6290	45	n/a	n/a	-5370	-5077	16.155946	41.897824	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Strada Guidorossi	Italy	MN	Burial 24	LTL-5035b	5544	60	human bone	Homo sapiens	-4532	-4259	10.29662	44.782895	Facchinetti 2012	Facchinetti12
Vicofertile	Italy	MN	Burial 4	LTL-5042a	5630	50	human bone	Homo sapiens	-4582	-4351	10.325	44.775	Facchinetti 2012	Facchinetti12
Palata	Italy	EN	Phase III, Burial 1	LTL-5187a	6576	45	human bone	Homo sapiens	-5621	-5473	16.0659	41.2222	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Palata	Italy	EN	Phase III, Burial 2	LTL-5188a	6561	50	human bone	Homo sapiens	-5621	-5389	16.0659	41.2222	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Portonovo Fosso Fontanaccia	Italy	EN	Male burial	LTL-5191A	6418	50	human bone	Homo sapiens	-5479	-5235	13.573426	43.563733	Terna et al. 2016	https://doi.org/10.1016/j.epsl.2016.05.003
Portonovo Fosso Fontanaccia	Italy	EN	Oven 5 - floor	LTL-5192A	6500	50	wood charcoal	Quercus sp.	-5610	-5361	13.573426	43.563733	Terna et al. 2016	https://doi.org/10.1016/j.epsl.2016.05.003
Savignano sul Panaro	Italy	EN	n/a	LTL-5250a	6327	45	wood charcoal	n/d	-5467	-5212	11.04242	44.476479	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Savignano sul Panaro	Italy	EN	n/a	LTL-5251a	6316	45	wood charcoal	n/d	-5467	-5208	11.04242	44.476479	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cantone di Magreta	Italy	MN	n/a	LTL-5252a	5727	50	wood charcoal	n/d	-4697	-4455	10.842	44.57	Facchinetti 2012	Facchinetti12
Santo Stefano di Ortucchio	Italy	EN	Depth 55-60	LTL-525A	6651	60	n/a	n/a	-5665	-5478	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
Catignano	Italy	EN	Structure 501, Q: AC13, cut 7	LTL-527A	6249	45	wood charcoal	n/d	-5316	-5056	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Santo Stefano di Ortucchio	Italy	EN	Depth 5-10	LTL-57A	6579	60	n/a	n/a	-5627	-5390	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
